SCF Domain,SCF Control,SCF #,"Secure Controls Framework (SCF)
Control Description",Methods To Comply With SCF Controls,SCF Control Question
Information Assurance ,Adequate Security for Sensitive / Regulated Data In Support of Contracts,IAO-03.2,"Mechanisms exist to protect sensitive / regulated data that is collected, developed, received, transmitted, used or stored in support of the performance of a contract. ","- Information Assurance (IA) program
- VisibleOps security management","Does the organization protect sensitive / regulated data that is collected, developed, received, transmitted, used or stored in support of the performance of a contract? "
Information Assurance ,Threat Analysis & Flaw Remediation During Development,IAO-04,Mechanisms exist to require system developers and integrators to create and execute a Security Test and Evaluation (ST&E) plan to identify and remediate flaws during development.,"- Information Assurance (IA) program
- VisibleOps security management
- Security Test & Evaluation (ST&E)",Does the organization require system developers and integrators to create and execute a Security Test and Evaluation (ST&E) plan to identify and remediate flaws during development?
Information Assurance ,Plan of Action & Milestones (POA&M),IAO-05,"Mechanisms exist to generate a Plan of Action and Milestones (POA&M), or similar risk register, to document planned remedial actions to correct weaknesses or deficiencies noted during the assessment of the security controls and to reduce or eliminate known vulnerabilities.","- Information Assurance (IA) program
- VisibleOps security management
- Plan of Action & Milestones (POA&M)","Does the organization use a Plan of Action and Milestones (POA&M), or similar mechanisms, to document planned remedial actions to correct weaknesses or deficiencies noted during the assessment of the security controls and to reduce or eliminate known vulnerabilities?"
Information Assurance ,Plan of Action & Milestones (POA&M) Automation,IAO-05.1,"Automated mechanisms exist to help ensure the Plan of Action and Milestones (POA&M), or similar risk register, is accurate, up-to-date and readily-available.","- Governance, Risk & Compliance (GRC)","Does the organization automate Plan of Action and Milestones (POA&M), or similar a risk register, ensure it is accurate, up-to-date and readily-available?"
Information Assurance ,Technical Verification,IAO-06,"Mechanisms exist to perform Information Assurance Program (IAP) activities to evaluate the design, implementation and effectiveness of technical cybersecurity and privacy controls.","- Information Assurance (IA) program
- VisibleOps security management
- Information Assurance Program (IAP) ","Does the organization perform Information Assurance Program (IAP) activities to evaluate the design, implementation and effectiveness of technical cybersecurity and privacy controls?"
Information Assurance ,Security Authorization ,IAO-07,"Mechanisms exist to ensure systems, projects and services are officially authorized prior to ""go live"" in a production environment.","- Information Assurance (IA) program
- VisibleOps security management","Does the organization ensure systems, projects and services are officially authorized prior to ""go live"" in a production environment?"
Maintenance,Maintenance Operations ,MNT-01,"Mechanisms exist to develop, disseminate, review & update procedures to facilitate the implementation of maintenance controls across the enterprise.",,"Does the organization develop, disseminate, review & update procedures to facilitate the implementation of maintenance controls across the enterprise?"
Maintenance,Controlled Maintenance ,MNT-02,"Mechanisms exist to conduct controlled maintenance activities throughout the lifecycle of the system, application or service.",- VisibleOps security management,"Does the organization conduct controlled maintenance activities throughout the lifecycle of the system, application or service?"
Maintenance,Automated Maintenance Activities,MNT-02.1,"Automated mechanisms exist to schedule, conduct and document maintenance and repairs.",,"Does the organization schedule, conduct and document maintenance and repairs?"
Maintenance,Timely Maintenance,MNT-03,Mechanisms exist to obtain maintenance support and/or spare parts for systems within a defined Recovery Time Objective (RTO).,,Does the organization obtain maintenance support and/or spare parts for systems within a defined Recovery Time Objective (RTO)?
Maintenance,Preventative Maintenance,MNT-03.1,"Mechanisms exist to perform preventive maintenance on critical systems, applications and services.",,"Does the organization perform preventive maintenance on critical systems, applications and services?"
Maintenance,Predictive Maintenance,MNT-03.2,"Mechanisms exist to perform predictive maintenance on critical systems, applications and services.",,"Does the organization perform predictive maintenance on critical systems, applications and services?"
Maintenance,Automated Support For Predictive Maintenance,MNT-03.3,Automated mechanisms exist to transfer predictive maintenance data to a computerized maintenance management system.,,Does the organization transfer predictive maintenance data to a computerized maintenance management system?
Maintenance,Maintenance Tools,MNT-04,Mechanisms exist to control and monitor the use of system maintenance tools. ,- VisibleOps security management,Does the organization control and monitor the use of system maintenance tools? 
Maintenance,Inspect Tools ,MNT-04.1,Mechanisms exist to inspect maintenance tools carried into a facility by maintenance personnel for improper or unauthorized modifications. ,,Does the organization inspect maintenance tools carried into a facility by maintenance personnel for improper or unauthorized modifications? 
Maintenance,Inspect Media ,MNT-04.2,Mechanisms exist to check media containing diagnostic and test programs for malicious code before the media are used. ,,Does the organization check media containing diagnostic and test programs for malicious code before the media are used? 
Maintenance,Prevent Unauthorized Removal ,MNT-04.3,Mechanisms exist to prevent or control the removal of equipment undergoing maintenance that containing organizational information.,,Does the organization prevent or control the removal of equipment undergoing maintenance that containing organizational information?
Maintenance,Restrict Tool Usage,MNT-04.4,Automated mechanisms exist to restrict the use of maintenance tools to authorized maintenance personnel and/or roles.,,Does the organization restrict the use of maintenance tools to authorized maintenance personnel and/or roles?
Maintenance,Remote Maintenance,MNT-05,"Mechanisms exist to authorize, monitor and control remote, non-local maintenance and diagnostic activities.",,"Does the organization authorize, monitor and control remote, non-local maintenance and diagnostic activities?"
Maintenance,Auditing Remote Maintenance,MNT-05.1,"Mechanisms exist to audit remote, non-local maintenance and diagnostic sessions, as well as review the maintenance action performed during remote maintenance sessions. ",,"Does the organization audit remote, non-local maintenance and diagnostic sessions and review the maintenance records of the sessions? "
Maintenance,Remote Maintenance Notifications,MNT-05.2,"Mechanisms exist to require maintenance personnel to notify affected stakeholders when remote, non-local maintenance is planned (e.g., date/time).",,"Does the organization require maintenance personnel to notify affected stakeholders when remote, non-local maintenance is planned (e.g., date/time)?"
Maintenance,Remote Maintenance Cryptographic Protection,MNT-05.3,"Cryptographic mechanisms exist to protect the integrity and confidentiality of remote, non-local maintenance and diagnostic communications. ",,"Does the organization cryptographically protect the integrity and confidentiality of remote, non-local maintenance and diagnostic communications? "
Maintenance,Remote Maintenance Disconnect Verification,MNT-05.4,"Mechanisms exist to provide remote disconnect verification to ensure remote, non-local maintenance and diagnostic sessions are properly terminated.",,"Does the organization provide remote disconnect verification to ensure remote, non-local maintenance and diagnostic sessions are properly terminated?"
Maintenance,Remote Maintenance Pre-Approval,MNT-05.5,"Mechanisms exist to require maintenance personnel to obtain pre-approval and scheduling for remote, non-local maintenance sessions.",- VisibleOps security management,"Does the organization require maintenance personnel to obtain pre-approval and scheduling for remote, non-local maintenance sessions?"
Maintenance,Remote Maintenance Comparable Security & Sanitization,MNT-05.6,"Mechanisms exist to require systems performing remote, non-local maintenance and / or diagnostic services implement a security capability comparable to the capability implemented on the system being serviced.",,"Does the organization require systems performing remote, non-local maintenance and / or diagnostic services implement a security capability comparable to the capability implemented on the system being serviced?"
Maintenance,Separation of Maintenance Sessions,MNT-05.7,Mechanisms exist to protect maintenance sessions through replay-resistant sessions that are physically or logically separated communications paths from other network sessions.,,Does the organization protect maintenance sessions through replay-resistant sessions that are physically or logically separated communications paths from other network sessions?
Maintenance,Authorized Maintenance Personnel,MNT-06,Mechanisms exist to maintain a current list of authorized maintenance organizations or personnel.,- VisibleOps security management,Does the organization maintain a current list of authorized maintenance organizations or personnel?
Maintenance,Maintenance Personnel Without Appropriate Access ,MNT-06.1,"Mechanisms exist to ensure the risks associated with maintenance personnel who do not have appropriate access authorizations, clearances or formal access approvals are appropriately mitigated.",- VisibleOps security management,"Does the organization ensure the risks associated with maintenance personnel who do not have appropriate access authorizations, clearances or formal access approvals are appropriately mitigated?"
Maintenance,Non-System Related Maintenance,MNT-06.2,Mechanisms exist to ensure that non-escorted personnel performing non-IT maintenance activities in the physical proximity of IT systems have required access authorizations.,,Does the organization ensure that non-escorted personnel performing non-IT maintenance activities in the physical proximity of IT systems have required access authorizations?
Maintenance,Maintain Configuration Control During Maintenance,MNT-07,Mechanisms exist to maintain proper physical security and configuration control over technology assets awaiting service or repair.,,Does the organization maintain proper physical security and configuration control over technology assets awaiting service or repair?
Maintenance,Field Maintenance,MNT-08,Mechanisms exist to securely conduct field maintenance on geographically deployed assets.,,Does the organization securely conduct field maintenance on geographically deployed assets?
Maintenance,Off-Site Maintenance,MNT-09,Mechanisms exist to ensure off-site maintenance activities are conducted securely and the asset(s) undergoing maintenance actions are secured during physical transfer and storage while off-site.,,Does the organization ensure off-site maintenance activities are conducted securely and the asset(s) undergoing maintenance actions are secured during physical transfer and storage while off-site?
Maintenance,Maintenance Validation,MNT-10,Mechanisms exist to validate maintenance activities were appropriately performed according to the work order and that security controls are operational.,,Does the organization validate maintenance activities were appropriately performed according to the work order and that security controls are operational?
Maintenance,Maintenance Monitoring,MNT-11,Mechanisms exist to maintain situational awareness of the quality and reliability of systems and components through tracking maintenance activities and component failure rates.,,Does the organization maintain situational awareness of the quality and reliability of systems and components through tracking maintenance activities and component failure rates?
Mobile Device Management,Centralized Management Of Mobile Devices ,MDM-01,"Mechanisms exist to develop, govern & update procedures to facilitate the implementation of mobile device management controls.",,"Does the organization develop, govern & update procedures to facilitate the implementation of mobile device management controls?"
Mobile Device Management,Access Control For Mobile Devices,MDM-02,Mechanisms exist to enforce access control requirements for the connection of mobile devices to organizational systems. ,,Do access control mechanisms for mobile devices enforce requirements for the connection of mobile devices to organizational systems?
Mobile Device Management,Full Device & Container-Based Encryption ,MDM-03,Cryptographic mechanisms exist to protect the confidentiality and integrity of information on mobile devices through full-device or container encryption.,,Are cryptographic mechanisms utilized to protect the confidentiality and integrity of information on mobile devices through full-device or container encryption?
Mobile Device Management,Mobile Device Tampering,MDM-04,"Mechanisms exist to protect mobile devices from tampering through inspecting devices returning from locations that the organization deems to be of significant risk, prior to the device being connected to the organization’s network.",,"Does the organization protect mobile devices from tampering through inspecting devices returning from locations that the organization deems to be of significant risk, prior to the device being connected to the organization’s network?"
Mobile Device Management,Remote Purging,MDM-05,Mechanisms exist to remotely purge selected information from mobile devices. ,,Does the organization remotely purge selected information from mobile devices? 
Mobile Device Management,Personally-Owned Mobile Devices ,MDM-06,"Mechanisms exist to restrict the connection of personally-owned, mobile devices to organizational systems and networks. ",,"Does the organization restrict the connection of personally-owned, mobile devices to organizational systems and networks? "
Mobile Device Management,Organization-Owned Mobile Devices ,MDM-07,Mechanisms exist to prohibit the installation of non-approved applications or approved applications not obtained through the organization-approved application store.,,Does the organization prohibit the installation of non-approved applications or approved applications not obtained through the organization-approved application store?
Mobile Device Management,Mobile Device Data Retention Limitations,MDM-08,Mechanisms exist to limit data retention on mobile devices to the smallest usable dataset and timeframe.,,Does the organization limit data retention on mobile devices to the smallest usable dataset and timeframe?
Mobile Device Management,Mobile Device Geofencing,MDM-09,Mechanisms exist to restrict the functionality of mobile devices based on geographic location.,,Does the organization restrict the functionality of mobile devices based on geographic location?
Mobile Device Management,Separate Mobile Device Profiles,MDM-10,Mechanisms exist to enforce a separate device workspace on applicable mobile devices to separate work-related and personal-related applications and data. ,,Does the organization enforce a separate device workspace on applicable mobile devices to separate work-related and personal-related applications and data?
Mobile Device Management,Restricting Access To Authorized Devices,MDM-11,"Mechanisms exist to restrict the connectivity of unauthorized mobile devices from communicating with systems, applications and services.",,"Does the organization restrict the connectivity of unauthorized mobile devices from communicating with systems, applications and services?"
