SCF Domain,SCF Control,SCF #,"Secure Controls Framework (SCF)
Control Description",Methods To Comply With SCF Controls,SCF Control Question
Technology Development & Acquisition,Secure Migration Practices,TDA-08.1,"Mechanisms exist to ensure secure migration practices purge systems, applications and services of test/development/staging data and accounts before it is migrated into a production environment.",,"Does the organization ensure secure migration practices purge systems, applications and services of test/development/staging data and accounts before it is migrated into a production environment?"
Technology Development & Acquisition,Security & Privacy Testing Throughout Development ,TDA-09,"Mechanisms exist to require system developers/integrators consult with cybersecurity and privacy personnel to: 
 ▪ Create and implement a Security Test and Evaluation (ST&E) plan;
 ▪ Implement a verifiable flaw remediation process to correct weaknesses and deficiencies identified during the security testing and evaluation process; and
 ▪ Document the results of the security testing/evaluation and flaw remediation processes.",- Security Test & Evaluation (ST&E),"Does the organization require system developers/integrators consult with cybersecurity and privacy personnel to: 
 ▪ Create and implement a Security Test and Evaluation (ST&E) plan;
 ▪ Implement a verifiable flaw remediation process to correct weaknesses and deficiencies identified during the security testing and evaluation process; and
 ▪ Document the results of the security testing/evaluation and flaw remediation processes?"
Technology Development & Acquisition,Continuous Monitoring Plan,TDA-09.1,"Mechanisms exist to require the developers of systems, system components or services to produce a plan for the continuous monitoring of security & privacy control effectiveness. ",,"Does the organization require the developers systems, system components or services to produce a plan for the continuous monitoring of security & privacy control effectiveness? "
Technology Development & Acquisition,Static Code Analysis,TDA-09.2,"Mechanisms exist to require the developers of systems, system components or services to employ static code analysis tools to identify and remediate common flaws and document the results of the analysis. ",,"Does the organization require the developers of systems, system components or services to employ static code analysis tools to identify and remediate common flaws and document the results of the analysis? "
Technology Development & Acquisition,Dynamic Code Analysis ,TDA-09.3,"Mechanisms exist to require the developers of systems, system components or services to employ dynamic code analysis tools to identify and remediate common flaws and document the results of the analysis. ",,"Does the organization require the developers of systems, system components or services to employ dynamic code analysis tools to identify and remediate common flaws and document the results of the analysis? "
Technology Development & Acquisition,Malformed Input Testing,TDA-09.4,"Mechanisms exist to utilize testing methods to ensure systems, services and products continue to operate as intended when subject to invalid or unexpected inputs on its interfaces.","- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)","Does the organization utilize testing methods to ensure systems, services and products continue to operate as intended when subject to invalid or unexpected inputs on its interfaces?"
Technology Development & Acquisition,Application Penetration Testing,TDA-09.5,Mechanisms exist to perform application-level penetration testing of custom-made applications and services.,- NNT Change Tracker (https://www.newnettechnologies.com),Does the organization perform application-level penetration testing of custom-made applications and services?
Technology Development & Acquisition,Secure Settings By Default,TDA-09.6,Mechanisms exist to implement secure configuration settings by default to reduce the likelihood of software being deployed with weak security settings that would put the asset at a greater risk of compromise.,,Does the organization implement secure configuration settings by default to reduce the likelihood of software being deployed with weak security settings that would put the asset at a greater risk of compromise?
Technology Development & Acquisition,Manual Code Review,TDA-09.7,"Mechanisms exist to require the developers of systems, system components or services to employ a manual code review process to identify and remediate unique flaws that require knowledge of the application’s requirements and design.",,"Does the organization require the developers of systems, system components or services to employ a manual code review process to identify and remediate unique flaws that require knowledge of the application’s requirements and design?"
Technology Development & Acquisition,Use of Live Data ,TDA-10,"Mechanisms exist to approve, document and control the use of live data in development and test environments.",,"Does the organization approve, document and control the use of live data in development and test environments?"
Technology Development & Acquisition,Test Data Integrity,TDA-10.1,Mechanisms exist to ensure the integrity of test data through existing security & privacy controls.,- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/),Does the organization ensure the integrity of test data through existing security & privacy controls?
Technology Development & Acquisition,Product Tampering and Counterfeiting (PTC),TDA-11,Mechanisms exist to maintain awareness of component authenticity by developing and implementing Product Tampering and Counterfeiting (PTC) practices that include the means to detect and prevent counterfeit components.,,Does the organization govern component authenticity by developing and implementing anti-counterfeit procedures that include the means to detect and prevent counterfeit components?
Technology Development & Acquisition,Anti-Counterfeit Training,TDA-11.1,"Mechanisms exist to train personnel to detect counterfeit system components, including hardware, software and firmware. ",,"Does the organization train personnel to detect counterfeit system components, including hardware, software and firmware? "
Technology Development & Acquisition,Component Disposal,TDA-11.2,"[deprecated - incorporated into AST-09]
Mechanisms exist to dispose of system components using organization-defined techniques and methods to prevent such components from entering the gray market. ",,[deprecated - incorporated into AST-09]
Technology Development & Acquisition,Customized Development of Critical Components ,TDA-12,"Mechanisms exist to custom-develop critical system components, when COTS solutions are unavailable.",- OWASP,"Does the organization custom-develop critical system components, when COTS solutions are unavailable?"
Technology Development & Acquisition,Developer Screening ,TDA-13,"Mechanisms exist to ensure that the developers of systems, applications and/or services have the requisite skillset and appropriate access authorizations.",,"Does the organization ensure that the developers of systems, applications and/or services have the requisite skillset and appropriate access authorizations?"
Technology Development & Acquisition,Developer Configuration Management ,TDA-14,"Mechanisms exist to require system developers and integrators to perform configuration management during system design, development, implementation and operation.",,"Does the organization require system developers and integrators to perform configuration management during system design, development, implementation and operation?"
Technology Development & Acquisition,Software / Firmware Integrity Verification,TDA-14.1,"Mechanisms exist to require developer of systems, system components or services to enable integrity verification of software and firmware components. ",- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/),"Does the organization require developer of systems, system components or services to enable integrity verification of software and firmware components? "
Technology Development & Acquisition,Hardware Integrity Verification,TDA-14.2,"Mechanisms exist to require developer of systems, system components or services to enable integrity verification of hardware components.",,"Does the organization require developer of systems, system components or services to enable integrity verification of hardware components?"
Technology Development & Acquisition,Developer Threat Analysis & Flaw Remediation,TDA-15,Mechanisms exist to require system developers and integrators to create a Security Test and Evaluation (ST&E) plan and implement the plan under the witness of an independent party. ,- Security Test and Evaluation (ST&E) plan,Does the organization require system developers and integrators to create a Security Test and Evaluation (ST&E) plan and implement the plan under the witness of an independent party? 
Technology Development & Acquisition,Developer-Provided Training ,TDA-16,"Mechanisms exist to require the developers of systems, system components or services to provide training on the correct use and operation of the system, system component or service.",,"Does the organization require the developers of systems, system components or services to provide training on the correct use and operation of the system, system component or service?"
Technology Development & Acquisition,Unsupported Systems ,TDA-17,"Mechanisms exist to prevent unsupported systems by:
 ▪ Replacing systems when support for the components is no longer available from the developer, vendor or manufacturer; and
 ▪ Requiring justification and documented approval for the continued use of unsupported system components required to satisfy mission/business needs.",,"Does the organization prevent unsupported systems by:
 ▪ Replacing systems when support for the components is no longer available from the developer, vendor or manufacturer; and
 ▪ Requiring justification and documented approval for the continued use of unsupported system components required to satisfy mission/business needs?"
Technology Development & Acquisition,Alternate Sources for Continued Support,TDA-17.1,Mechanisms exist to provide in-house support or contract external providers for support with unsupported system components. ,,Does the organization provide in-house support or contract external providers for support with unsupported system components? 
Technology Development & Acquisition,Input Data Validation ,TDA-18,Mechanisms exist to check the validity of information inputs. ,,Does the organization check the validity of information inputs? 
Technology Development & Acquisition,Error Handling ,TDA-19,"Mechanisms exist to handle error conditions by: 
 ▪ Identifying potentially security-relevant error conditions;
 ▪ Generating error messages that provide information necessary for corrective actions without revealing sensitive or potentially harmful information in error logs and administrative messages that could be exploited; and
 ▪ Revealing error messages only to authorized personnel.",,"Does the organization handle error conditions by: 
 ▪ Identifying potentially security-relevant error conditions;
 ▪ Generating error messages that provide information necessary for corrective actions without revealing sensitive or potentially harmful information in error logs and administrative messages that could be exploited; and
 ▪ Revealing error messages only to authorized personnel?"
Technology Development & Acquisition,Access to Program Source Code ,TDA-20,Mechanisms exist to limit privileges to change software resident within software libraries. ,- Source code escrow,Does the organization limit privileges to change software resident within software libraries? 
Technology Development & Acquisition,Software Release Integrity Verification,TDA-20.1,Mechanisms exist to publish integrity verification information for software releases.,,Does the organization publish integrity verification information for software releases?
Technology Development & Acquisition,Archiving Software Releases,TDA-20.2,"Mechanisms exist to archive software releases and all of their components (e.g., code, package files, third-party libraries, documentation) to maintain integrity verification information.",,"Does the organization archive software releases and all of their components (e.g., code, package files, third-party libraries, documentation) to maintain integrity verification information?"
Technology Development & Acquisition,Software Escrow,TDA-20.3,Mechanisms exist to escrow source code and supporting documentation to ensure software availability in the event the software provider goes out of business or is unable to provide support. ,,Does the organization escrow source code and supporting documentation to ensure software availability in the event the software provider goes out of business or is unable to provide support?
Third-Party Management ,Third-Party Management ,TPM-01,Mechanisms exist to facilitate the implementation of third-party management controls.,"- Procurement program
- Contract reviews",Does the organization facilitate the implementation of third-party management controls?
Third-Party Management ,Third-Party Inventories ,TPM-01.1,"Mechanisms exist to maintain a current, accurate and complete list of Third-Party Service Providers (TSP) that can potentially impact the Confidentiality, Integrity, Availability and/or Safety (CIAS) of the organization's systems, applications, services and data.",,"Does the organization maintain a current, accurate and complete list of Third-Party Service Providers (TSP) that can potentially impact the Confidentiality, Integrity, Availability and/or Safety (CIAS) of the organization's systems, applications, services and data?"
Third-Party Management ,Third-Party Criticality Assessments,TPM-02,"Mechanisms exist to identify, prioritize and assess suppliers and partners of critical systems, components and services using a supply chain risk assessment process relative to their importance in supporting the delivery of high-value services.",- Data Protection Impact Assessment (DPIA),"Does the organization identify, prioritize and assess suppliers and partners of critical systems, components and services using a supply chain risk assessment process? "
Third-Party Management ,Supply Chain Protection,TPM-03,Mechanisms exist to evaluate security risks associated with the services and product supply chain. ,- Data Protection Impact Assessment (DPIA),Does the organization evaluate security risks associated with the services and product supply chain? 
Third-Party Management ,"Acquisition Strategies, Tools & Methods",TPM-03.1,"Mechanisms exist to utilize tailored acquisition strategies, contract tools and procurement methods for the purchase of unique systems, system components or services.",- Data Protection Impact Assessment (DPIA),"Does the organization utilize tailored acquisition strategies, contract tools and procurement methods for the purchase of unique systems, system components or services?"
Third-Party Management ,Limit Potential Harm,TPM-03.2,Mechanisms exist to utilize security safeguards to limit harm from potential adversaries who identify and target the organization's supply chain. ,"- Data Protection Impact Assessment (DPIA)
- Liability clause in contracts",Does the organization utilize security safeguards to limit harm from potential adversaries who identify and target the organization's supply chain? 
Third-Party Management ,Processes To Address Weaknesses or Deficiencies,TPM-03.3,Mechanisms exist to address identified weaknesses or deficiencies in the security of the supply chain ,- Data Protection Impact Assessment (DPIA),Does the organization address identified weaknesses or deficiencies in the security of the supply chain 
Third-Party Management ,Third-Party Services ,TPM-04,Mechanisms exist to mitigate the risks associated with third-party access to the organization’s systems and data.,"- Conduct an organizational assessment of risk prior to the acquisition or outsourcing of services.
- Maintain and implement policies and procedures to manage service providers (e.g., Software-as-a-Service (SaaS), web hosting companies, collocation providers, or email providers), through observation, review of policies and procedures and review of supporting documentation. 
- Maintain a program to monitor service providers’ control compliance status at least annually.
- Require providers of external system services to comply with organizational security requirements and employ appropriate security controls in accordance with applicable statutory, regulatory and contractual obligations.
- Define and document oversight and user roles and responsibilities with regard to external system services.
- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)",Does the organization mitigate the risks associated with third-party access to the organization’s systems and data?
Third-Party Management ,Third-Party Risk Assessments & Approvals,TPM-04.1,Mechanisms exist to conduct a risk assessment prior to the acquisition or outsourcing of technology-related services.,"- Conduct an organizational assessment of risk prior to the acquisition or outsourcing of services.
- Maintain a list of service providers.
- Maintain and implement controls to manage security providers (e.g., backup tape storage facilities or security service providers), through observation, review of policies and procedures and review of supporting documentation.
- Maintain a written agreement that includes an acknowledgment that service providers are responsible for the security of data the service providers possess.
- Maintain a program to monitor service providers’ control compliance status, at least annually.
- Require that providers of external services comply with organizational digital security requirements and utilize appropriate security controls in accordance with all applicable laws and regulatory requirements.",Does the organization conduct a risk assessment prior to the acquisition or outsourcing of technology-related services?
Third-Party Management ,"External Connectivity Requirements - Identification of Ports, Protocols & Services",TPM-04.2,"Mechanisms exist to require Third-Party Service Providers (TSP) to identify and document the business need for ports, protocols and other services it requires to operate its processes and technologies.",,"Does the organization require process owners to identify the ports, protocols and other services required for the use of such services? "
Third-Party Management ,Conflict of Interests,TPM-04.3,Mechanisms exist to ensure that the interests of third-party service providers are consistent with and reflect organizational interests.,- Third-party contract requirements for cybersecurity controls,Does the organization ensure that the interests of third-party service providers are consistent with and reflect organizational interests?
Third-Party Management ,"Third-Party Processing, Storage and Service Locations",TPM-04.4,Mechanisms exist to restrict the location of information processing/storage based on business requirements. ,,Does the organization restrict the location of information processing/storage based on business requirements? 
Third-Party Management ,Third-Party Contract Requirements,TPM-05,"Mechanisms exist to identify, regularly review and document third-party confidentiality, Non-Disclosure Agreements (NDAs) and other contracts that reflect the organization’s needs to protect systems and data.",- Non-Disclosure Agreements (NDAs),"Does the organization identify, regularly review and document third-party confidentiality, Non-Disclosure Agreements (NDAs) and other contracts that reflect the organization’s needs to protect systems and data?"
Third-Party Management ,Security Compromise Notification Agreements,TPM-05.1,"Mechanisms exist to compel Third-Party Service Providers (TSP) to provide notification of actual or potential compromises in the supply chain that can potentially affect or have adversely affected systems, applications and/or services that the organization utilizes.",,"Does the organization compel Third-Party Service Providers (TSP) to provide notification of actual or potential compromises in the supply chain that can potentially affect or have adversely affected systems, applications and/or services that the organization utilizes?"
Third-Party Management ,Contract Flow-Down Requirements,TPM-05.2,Mechanisms exist to ensure cybersecurity and privacy requirements are included in contracts that flow-down to applicable sub-contractors and suppliers.,,Does the organization ensure cybersecurity and privacy requirements are included in contracts that flow-down to applicable sub-contractors and suppliers?
Third-Party Management ,Third-Party Authentication Practices,TPM-05.3,Mechanisms exist to ensure Third-Party Service Providers (TSP) use unique authentication factors for each of its customers.,,Does the organization ensure Third-Party Service Providers (TSP) use unique authentication factors for each of its customers?
Third-Party Management ,"Responsible, Accountable, Supportive, Consulted & Informed (RASCI) Matrix",TPM-05.4,"Mechanisms exist to document and maintain a Responsible, Accountable, Supportive, Consulted & Informed (RASCI) matrix, or similar documentation, to delineate assignment for cybersecurity and privacy controls between internal stakeholders and Third-Party Service Providers (TSP). ","- Customer Responsibility Matrix (CRM)
- Shared Responsibility Matrix (SRM)
- Responsible, Accountable, Supporting, Consulted and Informed (RASCI) matrix","Does the organization formally document a Customer Responsibility Matrix (CRM), delineating assigned responsibilities for controls between the Cloud Service Provider (CSP) and its customers.?"
Third-Party Management ,Third-Party Scope Review,TPM-05.5,"Mechanisms exist to perform recurring validation of the Responsible, Accountable, Supportive, Consulted & Informed (RASCI) matrix, or similar documentation, to ensure cybersecurity and privacy control assignments accurately reflect current business practices, compliance obligations, technologies and stakeholders. ",,"Does the organization perform recurring validation of the Responsible, Accountable, Supportive, Consulted & Informed (RASCI) matrix, or similar documentation, to ensure cybersecurity and privacy control assignments accurately reflect current business practices, compliance obligations, technologies and stakeholders? "
Third-Party Management ,First-Party Declaration (1PD),TPM-05.6,"Mechanisms exist to obtain a First-Party Declaration (1PD) from applicable Third-Party Service Providers (TSP) that provides assurance of compliance with specified statutory, regulatory and contractual obligations for cybersecurity and privacy controls, including any flow-down requirements to subcontractors. ",,"Does the organization obtain a First-Party Declaration (1PD) from applicable Third-Party Service Providers (TSP) that provides assurance of compliance with specified statutory, regulatory and contractual obligations for cybersecurity and privacy controls, including any flow-down requirements to subcontractors? "
Third-Party Management ,Break Clauses,TPM-05.7,"Mechanisms exist to include ""break clauses"" within contracts for failure to meet contract criteria for cybersecurity and/or privacy controls.",,"Does the organization include ""break clauses"" within contracts for failure to meet contract criteria for cybersecurity and/or privacy controls?"
Third-Party Management ,Third-Party Personnel Security ,TPM-06,Mechanisms exist to control personnel security requirements including security roles and responsibilities for third-party providers.,,Does the organization control personnel security requirements including security roles and responsibilities for third-party providers?
Third-Party Management ,Monitoring for Third-Party Information Disclosure ,TPM-07,Mechanisms exist to monitor for evidence of unauthorized exfiltration or disclosure of organizational information. ,,Does the organization monitor for evidence of unauthorized exfiltration or disclosure of organizational information? 
Third-Party Management ,Review of Third-Party Services,TPM-08,"Mechanisms exist to monitor, regularly review and audit Third-Party Service Providers (TSP) for compliance with established contractual requirements for cybersecurity and privacy controls. ",,"Does the organization monitor, regularly review and audit Third-Party Service Providers (TSP) for compliance with established contractual requirements for cybersecurity and privacy controls? "
Third-Party Management ,Third-Party Deficiency Remediation ,TPM-09,Mechanisms exist to address weaknesses or deficiencies in supply chain elements identified during independent or organizational assessments of such elements. ,,Does the organization address weaknesses or deficiencies in supply chain elements identified during independent or organizational assessments of such elements? 
Third-Party Management ,Managing Changes To Third-Party Services,TPM-10,"Mechanisms exist to control changes to services by suppliers, taking into account the criticality of business information, systems and processes that are in scope by the third-party.","- Contact requirement to report changes to service offerings that may impact the contract.
- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)","Does the organization control changes to services by suppliers, taking into account the criticality of business information, systems and processes that are in scope by the third-party?"
Third-Party Management ,Third-Party Incident Response & Recovery Capabilities,TPM-11,Mechanisms exist to ensure response/recovery planning and testing are conducted with critical suppliers/providers. ,,Does the organization ensure response/recovery planning and testing are conducted with critical suppliers/providers? 
Threat Management,Threat Intelligence Program,THR-01,"Mechanisms exist to implement a threat intelligence program that includes a cross-organization information-sharing capability that can influence the development of the system and security architectures, selection of security solutions, monitoring, threat hunting, response and recovery activities.",,Does the organization implement a threat awareness program that includes a cross-organization information-sharing capability? 
Threat Management,Indicators of Exposure (IOE),THR-02,Mechanisms exist to develop Indicators of Exposure (IOE) to understand the potential attack vectors that attackers could use to attack the organization. ,- Indicators of Exposure (IoE),Does the organization develop Indicators of Exposure (IOE) to understand the potential attack vectors that attackers could use to attack the organization? 
Threat Management,Threat Intelligence Feeds,THR-03,"Mechanisms exist to maintain situational awareness of evolving threats by leveraging the knowledge of attacker tactics, techniques and procedures to facilitate the implementation of preventative and compensating controls.","- US-CERT mailing lists & feeds
- InfraGard
- Internal newsletters",Does the organization maintain situational awareness of evolving threats?
Threat Management,Insider Threat Program ,THR-04,Mechanisms exist to implement an insider threat program that includes a cross-discipline insider threat incident handling team. ,- Insider threat program,Does the organization implement an insider threat program that includes a cross-discipline insider threat incident handling team? 
Threat Management,Insider Threat Awareness,THR-05,Mechanisms exist to utilize security awareness training on recognizing and reporting potential indicators of insider threat.,,Does the organization utilize security awareness training on recognizing and reporting potential indicators of insider threat?
Threat Management,Vulnerability Disclosure Program (VDP),THR-06,"Mechanisms exist to establish a Vulnerability Disclosure Program (VDP) to assist with the secure development and maintenance of products and services that receives unsolicited input from the public about vulnerabilities in organizational systems, services and processes.","- ""bug bounty"" program","Does the organization establish a Vulnerability Disclosure Program (VDP) to assist with the secure development and maintenance of products and services that receives unsolicited input from the public about vulnerabilities in organizational systems, services and processes?"
Threat Management,Threat Hunting,THR-07,"Mechanisms exist to perform cyber threat hunting that uses Indicators of Compromise (IoC) to detect, track and disrupt threats that evade existing security controls.",,"Does the organization perform cyber threat hunting that uses Indicators of Compromise (IoC) to detect, track and disrupt threats that evade existing security controls?"
Threat Management,Tainting,THR-08,Mechanisms exist to embed false data or steganographic data in files to enable the organization to determine if data has been exfiltrated and provide a means to identify the individual(s) involved.,,Does the organization embed false data or steganographic data in files to enable the organization to determine if data has been exfiltrated and provide a means to identify the individual(s) involved?
Vulnerability & Patch Management ,Vulnerability & Patch Management Program (VPMP),VPM-01,Mechanisms exist to facilitate the implementation and monitoring of vulnerability management controls.,- Vulnerability & Patch Management Program (ComplianceForge),Does the organization facilitate the implementation and monitoring of vulnerability management controls?
Vulnerability & Patch Management ,Attack Surface Scope,VPM-01.1,Mechanisms exist to define and manage the scope for its attack surface management activities.,,Does the organization define and manage the scope for its attack surface management activities?
Vulnerability & Patch Management ,Vulnerability Remediation Process ,VPM-02,"Mechanisms exist to ensure that vulnerabilities are properly identified, tracked and remediated.","- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)","Does the organization ensure that vulnerabilities are properly identified, tracked and remediated?"
Vulnerability & Patch Management ,Vulnerability Ranking ,VPM-03,Mechanisms exist to identify and assign a risk ranking to newly discovered security vulnerabilities using reputable outside sources for security vulnerability information. ,- US-CERT ,Does the organization identify and assign a risk ranking to newly discovered security vulnerabilities using reputable outside sources for security vulnerability information? 
Vulnerability & Patch Management ,Continuous Vulnerability Remediation Activities,VPM-04,Mechanisms exist to address new threats and vulnerabilities on an ongoing basis and ensure assets are protected against known attacks. ,- NNT Change Tracker (https://www.newnettechnologies.com),Does the organization address new threats and vulnerabilities on an ongoing basis and ensure assets are protected against known attacks? 
Vulnerability & Patch Management ,Stable Versions,VPM-04.1,Mechanisms exist to install the latest stable version of any software and/or security-related updates on all applicable systems.,,Does the organization install the latest stable version of any security-related updates on all applicable systems?
Vulnerability & Patch Management ,Flaw Remediation with Personal Data (PD),VPM-04.2,"Mechanisms exist to identify and correct flaws related to the collection, usage, processing or dissemination of Personal Data (PD).",,"Does the organization identify and correct flaws related to the collection, usage, processing or dissemination of Personal Data (PD)?"
Vulnerability & Patch Management ,Software & Firmware Patching,VPM-05,"Mechanisms exist to conduct software patching for all deployed operating systems, applications and firmware.",- Patch management tools,"Does the organization conduct software patching for all deployed operating systems, applications and firmware?"
Vulnerability & Patch Management ,Centralized Management of Flaw Remediation Processes,VPM-05.1,Mechanisms exist to centrally-manage the flaw remediation process. ,- Patch management tools,Does the organization centrally-manage the flaw remediation process? 
Vulnerability & Patch Management ,Automated Remediation Status,VPM-05.2,Automated mechanisms exist to determine the state of system components with regard to flaw remediation. ,"- Vulnerability scanning tools
- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)",Does the organization use automated mechanisms to determine the state of system components with regard to flaw remediation? 
Vulnerability & Patch Management ,Time To Remediate / Benchmarks For Corrective Action,VPM-05.3,Mechanisms exist to track the effectiveness of remediation operations through metrics reporting.,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)",Does the organization track the effectiveness of remediation operations through metrics reporting?
Vulnerability & Patch Management ,Automated Software & Firmware Updates,VPM-05.4,Automated mechanisms exist to install the latest stable versions of security-relevant software and firmware updates.,,Does the organization install the latest stable versions of security-relevant software and firmware updates?
Vulnerability & Patch Management ,Removal of Previous Versions,VPM-05.5,Mechanisms exist to remove old versions of software and firmware components after updated versions have been installed. ,,Does the organization remove old versions of software and firmware components after updated versions have been installed? 
Vulnerability & Patch Management ,Vulnerability Scanning ,VPM-06,Mechanisms exist to detect vulnerabilities and configuration errors by recurring vulnerability scanning of systems and web applications.,"- External vulnerability scans (unauthenticated)
- Internal vulnerability scans (authenticated)
- Nessus (https://www.tenable.com/products/nessus/nessus-professional)
- Qualys (https://www.qualys.com/)
- Rapid7 (https://www.rapid7.com/)
- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)",Does the organization detect vulnerabilities and configuration errors by recurring vulnerability scanning of systems and web applications?
Vulnerability & Patch Management ,Update Tool Capability,VPM-06.1,Mechanisms exist to update vulnerability scanning tools.,,Does the organization update vulnerability scanning tools?
Vulnerability & Patch Management ,Breadth / Depth of Coverage ,VPM-06.2,Mechanisms exist to identify the breadth and depth of coverage for vulnerability scanning that define the system components scanned and types of vulnerabilities that are checked for. ,"- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/)
- NNT Change Tracker (https://www.newnettechnologies.com)",Does the organization identify the breadth and depth of coverage for vulnerability scanning that define the system components scanned and types of vulnerabilities that are checked for? 
Vulnerability & Patch Management ,Privileged Access,VPM-06.3,Mechanisms exist to implement privileged access authorization for selected vulnerability scanning activities. ,- Authenticated scans,Does the organization implement privileged access authorization for selected vulnerability scanning activities? 
Vulnerability & Patch Management ,Trend Analysis,VPM-06.4,Automated mechanisms exist to compare the results of vulnerability scans over time to determine trends in system vulnerabilities. ,- CimTrak Integrity Suite (https://www.cimcor.com/cimtrak/),Does the organization use automated mechanisms to compare the results of vulnerability scans over time to determine trends in system vulnerabilities? 
Vulnerability & Patch Management ,Review Historical Audit Logs,VPM-06.5,Mechanisms exist to review historical audit logs to determine if identified vulnerabilities have been previously exploited. ,,Does the organization review historical audit logs to determine if identified vulnerabilities have been previously exploited? 
Vulnerability & Patch Management ,External Vulnerability Assessment Scans,VPM-06.6,"Mechanisms exist to perform quarterly external vulnerability scans (outside the organization's network looking inward) via a reputable vulnerability service provider, which include rescans until passing results are obtained or all “high” vulnerabilities are resolved, as defined by the Common Vulnerability Scoring System (CVSS).",,"Does the organization perform quarterly external vulnerability scans (outside the organization's network looking inward) via a reputable vulnerability service provider, which include rescans until passing results are obtained or all “high” vulnerabilities are resolved, as defined by the Common Vulnerability Scoring System (CVSS)?"
Vulnerability & Patch Management ,Internal Vulnerability Assessment Scans,VPM-06.7,"Mechanisms exist to perform quarterly internal vulnerability scans, which includes all segments of the organization's internal network, as well as rescans until passing results are obtained or all “high” vulnerabilities are resolved, as defined by the Common Vulnerability Scoring System (CVSS).",,"Does the organization perform quarterly internal vulnerability scans, which includes all segments of the organization's internal network, as well as rescans until passing results are obtained or all “high” vulnerabilities are resolved, as defined by the Common Vulnerability Scoring System (CVSS)?"
Vulnerability & Patch Management ,Acceptable Discoverable Information,VPM-06.8,Mechanisms exist to define what information is allowed to be discoverable by adversaries and take corrective actions to remediated non-compliant systems.,,Does the organization define what information is allowed to be discoverable by adversaries and take corrective actions to remediated non-compliant systems?
Vulnerability & Patch Management ,Correlate Scanning Information,VPM-06.9,Automated mechanisms exist to correlate the output from vulnerability scanning tools to determine the presence of multi-vulnerability/multi-hop attack vectors.,,Does the organization correlate the output from vulnerability scanning tools to determine the presence of multi-vulnerability/multi-hop attack vectors?
Vulnerability & Patch Management ,Penetration Testing ,VPM-07,Mechanisms exist to conduct penetration testing on systems and web applications.,,Does the organization conduct penetration testing on systems and web applications?
Vulnerability & Patch Management ,Independent Penetration Agent or Team,VPM-07.1,Mechanisms exist to utilize an independent assessor or penetration team to perform penetration testing.,,Does the organization utilize an independent assessor or penetration team to perform penetration testing?
Vulnerability & Patch Management ,Technical Surveillance Countermeasures Security ,VPM-08,Mechanisms exist to utilize a technical surveillance countermeasures survey.,"- Facility sweeping for ""bugs"" or other unauthorized surveillance technologies.",Does the organization utilize a technical surveillance countermeasures survey?
Vulnerability & Patch Management ,Reviewing Vulnerability Scanner Usage,VPM-09,Mechanisms exist to monitor logs associated with scanning activities and associated administrator accounts to ensure that those activities are limited to the timeframes of legitimate scans. ,- Security Incident Event Manager (SIEM),Does the organization monitor logs associated with scanning activities and associated administrator accounts to ensure that those activities are limited to the timeframes of legitimate scans? 
Vulnerability & Patch Management ,Red Team Exercises,VPM-10,"Mechanisms exist to utilize ""red team"" exercises to simulate attempts by adversaries to compromise systems and applications in accordance with organization-defined rules of engagement. ","- ""red team"" exercises","Does the organization utilize ""red team"" exercises to simulate attempts by adversaries to compromise systems and applications in accordance with organization-defined rules of engagement? "
Web Security ,Web Security,WEB-01,"Mechanisms exist to facilitate the implementation of an enterprise-wide web management policy, as well as associated standards, controls and procedures.",,"Does the organization facilitate the implementation of an enterprise-wide web management policy, as well as associated standards, controls and procedures?"
Web Security ,Unauthorized Code,WEB-01.1,Mechanisms exist to prevent unauthorized code from being present in a secure page as it is rendered in a client’s browser.,,Does the organization prevent unauthorized code from being present in a secure page as it is rendered in a client’s browser?
Web Security ,Use of Demilitarized Zones (DMZ),WEB-02,"Mechanisms exist to utilize a Demilitarized Zone (DMZ) to restrict inbound traffic to authorized devices on certain services, protocols and ports.",,"Does the organization utilize a Demilitarized Zone (DMZ) to restrict inbound traffic to authorized devices on certain services, protocols and ports?"
Web Security ,Web Application Firewall (WAF),WEB-03,Mechanisms exist to deploy Web Application Firewalls (WAFs) to provide defense-in-depth protection for application-specific threats. ,- Web Application Firewall (WAF),Does the organization deploy Web Application Firewalls (WAFs) to provide defense-in-depth protection for application-specific threats? 
Web Security ,Client-Facing Web Services,WEB-04,"Mechanisms exist to deploy reasonably-expected security controls to protect the confidentiality and availability of client data that is stored, transmitted or processed by the Internet-based service.",- OWASP,"Does the organization deploy reasonably-expected security controls to protect the confidentiality and availability of client data that is stored, transmitted or processed by the Internet-based service?"
